NAME,CATEGORY,STREET ADDRESS,ADDRESS,CITY,ZIP CODE,COUNTRY NAME,COUNTRY CODE,PHONE,EMAIL,WEBSITE,FACEBOOK,INSTAGRAM,LINKEDIN,TWITTER,URL,BOOKING LINK,SCORE,RATINGS,OPENING HOURS,MAIN IMAGE URL,DESCRIPTION,POI
PADELHUB Slough,"Padel club, Sports club, Sports complex",Unit 1 Albion Cl,"Unit 1 Albion Cl, Slough SL2 5DT",Slough,SL2 5DT,United Kingdom,GB,07931073067,,https://padelhub.uk/,"https://www.facebook.com/thepadelhubuk, https://www.facebook.com/thepadelhubuk/",https://www.instagram.com/thepadelhub_uk,https://www.linkedin.com/company/the-padel-hub,,https://www.google.com/maps?cid=5888079013321998899,,4.6,74,"Monday: 8am-11pm, Tuesday: 8am-11pm, Wednesday: 8am-11pm, Thursday: 8am-11pm, Friday: 8am-11pm, Saturday: 7am-11pm, Sunday: 7am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMNedMlznSwFKhA-txP2BX5imkrPl__9M4JZ2q0H1LAV8Ynwa-7unk64cTiJ3qG03Lz8edrx2I4pRx5MyRuYPmVoOg074_0VTG6z4FM52JC4k_OQ2Om2rKLOH7e1KUaMoxPctw2g,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Assistive hearing loop (no), Toilet, LGBTQ+ friendly, Transgender safe space"
PADELHUB Southampton,Padel club,"Unit A1 & A2, Adanac Trade Park, Adanac Dr","Unit A1 & A2, Adanac Trade Park, Adanac Dr, Southampton SO16 0AU",Southampton,SO16 0AU,United Kingdom,GB,07535412066,,https://www.padelhub.uk/,"https://www.facebook.com/thepadelhubuk, https://www.facebook.com/thepadelhubuk/",https://www.instagram.com/thepadelhub_uk,https://www.linkedin.com/company/the-padel-hub,,https://www.google.com/maps?cid=2636710480916231888,,5,51,"Monday: 8am-11pm, Tuesday: 8am-11pm, Wednesday: 8am-11pm, Thursday: 8am-11pm, Friday: 8am-11pm, Saturday: 8am-10pm, Sunday: 9am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtPQOQCNLGpgYi-fY-5PVjG9Sb7ht0HMs0A8gyeOBGv-BUeViOz_vqxUF-NKCHm6xjYpkW7i586MLMwdToKuQMVVPp81V4QOsuewLkZxpi-DpgM8ZvOc1wtnffhbfEG9O-B4z-t2w0vZVT,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Wi-Fi, LGBTQ+ friendly, Free parking lot, On-site parking"
PADELHUB Tunbridge Wells,Padel club,"Unit 1 C, Tavis House, Chapman Way","Unit 1 C, Tavis House, Chapman Way, Tunbridge Wells TN2 3EF",Tunbridge Wells,TN2 3EF,United Kingdom,GB,07498559731,,https://www.padelhub.uk/,"https://www.facebook.com/thepadelhubuk/, https://www.facebook.com/thepadelhubuk",https://www.instagram.com/thepadelhub_uk,https://www.linkedin.com/company/the-padel-hub,,https://www.google.com/maps?cid=10903489256535856143,,5,3,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw8-8wjOHeSx3vCAI13W6PsKH6JW4gLjeiZWUTWdN5DmzQGPFhGnFgXugAM2V-H0XXznVK3G3N9yHby20gmwmfAA7x-QXLmpP4N-dDWVxabWbZmNxMovvyuBDL8mG2VXJ0r0ayo5VfcS9Y,,"On-site services, Free parking lot"
PadelMagic UK,Sports accessories wholesaler,4 Shieling Ct,"4 Shieling Ct, Corby NN18 9QD",Corby,NN18 9QD,United Kingdom,GB,02081912365,hello@padelmagic.co.uk,https://www.padelmagic.co.uk/,https://www.facebook.com/padelmagicuk,,https://www.linkedin.com/company/padelmagicuk,,https://www.google.com/maps?cid=15231111273988664555,,,,"Monday: 9am-5pm, Tuesday: 9am-5pm, Wednesday: 9am-5pm, Thursday: 9am-5pm, Friday: 9am-5pm, Saturday: Closed, Sunday: Closed",https://lh3.googleusercontent.com/p/AF1QipNrQuPurEG1LalrSBddHuCzwReH08TZvTPeg0Cd,,"Wheelchair-accessible car park, Toilet, Credit cards, Debit cards"
Padels Up,Padel club,Banky Ln,"Banky Ln, Urmston, Sale M33 5SL",Sale,M33 5SL,United Kingdom,GB,,,https://www.padelsup.co.uk/,,,,,https://www.google.com/maps?cid=7631419728258624882,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,
Padelspeed,"Tennis Shop, Padel club, Padel court","House Of Sport, Clos Parc Morgannwg","House Of Sport, Clos Parc Morgannwg, Cardiff CF11 8AW",Cardiff,CF11 8AW,United Kingdom,GB,03333399196,coaching@padelspeed.com,https://padelspeed.com/,https://www.facebook.com/ukpadel,,,https://x.com/squashspeed,https://www.google.com/maps?cid=12041785561122542277,,4.8,20,"Monday: 10:30am-2:30pm, Tuesday: 10:30am-2:30pm, Wednesday: Closed, Thursday: 10:30am-2:30pm, Friday: 10:30am-2:30pm, Saturday: 10:30am-2:30pm, Sunday: Closed",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJ4jNy7mDgXAazUsq9OsAb7jXaOZRbysprVS7MmRVv5VAKltuT3Mf-JC1Hw671b1yMND32w8ydfjQ35yqNeHicBojI93UU3C3nAvMfAymN5gBaHMLLwggMfzE88JljCLxPF9WstuwQJ61Q,,"Delivery, On-site services, Wheelchair-accessible toilet, Credit cards, Debit cards, NFC mobile payments, Credit cards, Free of charge street parking, On-site parking"
PadelStars Bournemouth,Sports club,"PadelStars Bournemouth, Forest Links Rd","PadelStars Bournemouth, Forest Links Rd, Ferndown BH22 9PH",Ferndown,BH22 9PH,United Kingdom,GB,,info@padelstars.co.uk,https://padelstars.co.uk/padelstars-bournemouth/,https://www.facebook.com/padelstarsuk,,https://www.linkedin.com/company/padelstars-uk,,https://www.google.com/maps?cid=11519679370224802050,,5,3,,https://lh3.googleusercontent.com/p/AF1QipP_lAcXJPom7a3pRKDKvNUQV4jiQEEzA-QdhH1p,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
PadelStars Bracknell,Sports club,"GolfPlex, Wood Ln","GolfPlex, Wood Ln, Bracknell RG42 4EX",Bracknell,RG42 4EX,United Kingdom,GB,07356102808,,https://padelstars.co.uk/padelstars-bracknell/,https://www.facebook.com/padelstarsuk,,https://www.linkedin.com/company/padelstars-uk,,https://www.google.com/maps?cid=920471068342626480,,4.9,19,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwOm-ZIKpP_bOlukk9hZxeoPHq41a3DTNROe9rmfaU5cnxdiinT9KZmsRQtEJtbdMOag8JkJYaggdSXsYHvlZr3Y_ldtErMxwDrp3BuNgGiIEjw3ozOmrYXuXA9jDxmnsOEzS8nijf_qVHA,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
PadelStars Egham,Sports club,"Achieve Lifestyle, PadelStars, Vicarage Rd","Achieve Lifestyle, PadelStars, Vicarage Rd, Egham TW20 8NL",Egham,TW20 8NL,United Kingdom,GB,07356102821,egham@padelstars.co.uk,https://padelstars.co.uk/padelstars-egham/,https://www.facebook.com/padelstarsuk,,https://www.linkedin.com/company/padelstars-uk,,https://www.google.com/maps?cid=5666348145467422019,,,,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 7am-10pm, Sunday: 7am-10pm",https://lh3.googleusercontent.com/p/AF1QipPWDzv-FNdJL0ampPPLap1ZRdypqoTBnNUAGEyI,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
PadelStars Folkestone,Fitness centre,"Three Hills Sports Park, PadelStars, Cheriton Rd","Three Hills Sports Park, PadelStars, Cheriton Rd, Folkestone CT19 5JU",Folkestone,CT19 5JU,United Kingdom,GB,07356102810,info@padelstars.co.uk,https://padelstars.co.uk/padelstars-folkestone/,https://www.facebook.com/padelstarsuk,,https://www.linkedin.com/company/padelstars-uk,,https://www.google.com/maps?cid=5796608805785996886,,4.2,5,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-9pm, Sunday: 8am-9pm",https://lh3.googleusercontent.com/p/AF1QipN7rb_lu88uruugI8eOZ9vhD5FKFu3hCtinXzU,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet, Credit cards, Debit cards, NFC mobile payments, Good for kids"
PadelStars Reading,Sports club,"County Sports Club, Berkshire, Sonning Ln","County Sports Club, Berkshire, Sonning Ln, Reading RG4 6ST",Reading,RG4 6ST,United Kingdom,GB,,,https://www.padelstars.co.uk/,https://www.facebook.com/padelstarsuk,,https://www.linkedin.com/company/padelstars-uk,,https://www.google.com/maps?cid=12750704167757075880,,3.5,2,"Monday: 6am-10:30pm, Tuesday: 6am-10:30pm, Wednesday: 6am-10:30pm, Thursday: 6am-10:30pm, Friday: 6am-10:30pm, Saturday: 6am-10:30pm, Sunday: 6am-10:30pm",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Toilet"
PadelStars Southampton,Sports club,"PadelStars, Stoneham Ln","PadelStars, Stoneham Ln, Eastleigh SO50 9HT",Eastleigh,SO50 9HT,United Kingdom,GB,07356102807,,https://padelstars.co.uk/padelstars-southampton/,https://www.facebook.com/padelstarsuk,,https://www.linkedin.com/company/padelstars-uk,,https://www.google.com/maps?cid=8401507577698481586,,4.9,89,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 7am-10pm, Sunday: 7am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXnDuOQMYwHIcwBfXQZ8BKUwVRgf-4b0E7DrWVhdWrBf1pqT9fgF99dZsZjB1e9dmpWLs2GxZVptmulVQknwyOV4mc5YvwiuDw4x-3EZHMkyiqG54FmCipewezudzS-DkM2zkNKJiTF4iT,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
PadelStars St Albans,Sports club,Batchwood Golf and Sports Centre,"Batchwood Golf and Sports Centre, St Albans AL3 5XA",St Albans,AL3 5XA,United Kingdom,GB,,,https://www.padelstars.co.uk/,https://www.facebook.com/padelstarsuk,,https://www.linkedin.com/company/padelstars-uk,,https://www.google.com/maps?cid=2877819124145285075,,4.6,10,"Monday: 8am-9pm, Tuesday: 8am-9pm, Wednesday: 8am-9pm, Thursday: 8am-9pm, Friday: 8am-9pm, Saturday: 8am-6pm, Sunday: 8am-6pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwftJTK6_WOIRz83zt90xTiL1aOZgINTclcG4rOx5mezO_U0cH0STfaVzSPM1P5qXcnn86Qe_yu342DuMK5kq9-TM8gKw5YPSQMV9W3-d_YDf6LXd61_dnFxsbPLsB_PB9IjAaiQk6tN7TB,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet"
PadelStars UK,Sports club,Forest Rd,"Forest Rd, Denmead, Waterlooville PO7 6XP",Waterlooville,PO7 6XP,United Kingdom,GB,,,http://www.padelstars.co.uk/,https://www.facebook.com/padelstarsuk,,https://www.linkedin.com/company/padelstars-uk,,https://www.google.com/maps?cid=16704879886975259402,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Toilet"
PadelUpClub,"Padel club, Service establishment",,,,,,,07904011702,,,,,,,https://www.google.com/maps?cid=13521036281206144971,,,,,,,
PadelwithPeter Coaching,"Padel club, Padel court, Personal trainer, Tennis instructor","Unit 1, Lodge Causeway Trading Estate","Unit 1, Lodge Causeway Trading Estate, Fishponds, Bristol BS16 3JB",Bristol,BS16 3JB,United Kingdom,GB,,,,,,,,https://www.google.com/maps?cid=11771989807663982519,,,,,https://lh3.googleusercontent.com/p/AF1QipPvlmzPPEIEVTeB1MQHXsXwgq3mdnwKJMRiZXJv,,"Wheelchair-accessible seating, Wheelchair-accessible toilet, Toilet, Wi-Fi, Swimming pool, LGBTQ+ friendly, Transgender safe space"
Padium Canary Wharf,"Padel club, Padel court, Sports club",10 Bank St,"10 Bank St, Canary Wharf Estate, London E14 4DE",London,E14 4DE,United Kingdom,GB,07950852054,hello@padium.com,http://www.padium.com/,https://www.facebook.com/padiumuk,,https://www.linkedin.com/company/padium,,https://www.google.com/maps?cid=7974691383373750641,,4.8,684,"Monday: 6am-12am, Tuesday: 6am-12am, Wednesday: 6am-12am, Thursday: 6am-12am, Friday: 6am-12am, Saturday: 6am-12am, Sunday: 6am-12am",https://lh3.googleusercontent.com/p/AF1QipNROZG-_M3p-7yGYOVWWK9QO4Bp1RYNcf6Zu2Cd,,"On-site services, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Toilet, Wi-Fi, Swimming pool"
Padium Cardiff,Padel club,"Unit E&F, Cardiff Bay Retail Park, Ferry Rd","Unit E&F, Cardiff Bay Retail Park, Ferry Rd, Cardiff CF11 0JR",Cardiff,CF11 0JR,United Kingdom,GB,,hello@padium.com,https://padium.com/,https://www.facebook.com/padiumuk,,https://www.linkedin.com/company/padium,,https://www.google.com/maps?cid=8367754758221974671,,,,,https://lh3.googleusercontent.com/p/AF1QipMJOV-gA1t2jGPx2N7XiOkQB37eFiMBe8TnzoqS,,Toilet
Pala Padel London,Sportswear Shop,141 Salcott Rd,"141 Salcott Rd, London SW11 6DG",London,SW11 6DG,United Kingdom,GB,07538047849,,https://www.palapadelco.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9523835068220923410,,,,,https://www.google.com/maps?cid=10671526360714497534,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible entrance, Quick visit, Credit cards, Debit cards, NFC mobile payments"
PALETA CTG,"Clothing Shop, Padel club",47 Fairfield St,"47 Fairfield St, London SW18 1DX",London,SW18 1DX,United Kingdom,GB,,shop@paletactg.com,https://www.paletactg.com/,https://www.facebook.com/paletactg,,,https://x.com/paletactg,https://www.google.com/maps?cid=6285519694606839188,,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Credit cards, Debit cards, NFC mobile payments"
Park Sports Chiswick Tennis & Pickleball,"Tennis club, Cafe, Dog cafe, Netball club, Pickleball court, Tennis court, Tennis instructor, Tennis Shop","Park Sports Chiswick A4, Chiswick House Grounds, Great West Rd","Park Sports Chiswick A4, Chiswick House Grounds, Great West Rd, Chiswick, London W4 3EP",London,W4 3EP,United Kingdom,GB,02072241625,chiswick@parksports.co.uk,https://parksports.co.uk/venues/chiswick?utm_source=google&utm_medium=organic&utm_campaign=googlebusiness,https://www.facebook.com/parksportsuk,,https://www.linkedin.com/company/parksports,,https://www.google.com/maps?cid=10395613303605585951,,4.3,38,"Monday: 7am-9pm, Tuesday: 7am-9pm, Wednesday: 7am-9pm, Thursday: 7am-9pm, Friday: 7am-9pm, Saturday: 8am-4pm, Sunday: 8am-4pm",https://lh3.googleusercontent.com/p/AF1QipNaS79ajwrpbzmfzuoMnWf-uk6yHKR2HLAuAl0,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Toilet, Wi-Fi, LGBTQ+ friendly, Transgender safe space, Paid parking lot"
Park Sports Hyde Park,"Padel club, Dog cafe, Lawn bowls club, Sports club, Padel court, Football pitch, Table tennis facility, Tennis club, Tennis court, Tennis instructor","Hyde Park, Park Sports, S Carriage Dr","Hyde Park, Park Sports, S Carriage Dr, London W2 2UH",London,W2 2UH,United Kingdom,GB,02072241625,hyde@parksports.co.uk,https://parksports.co.uk/venues/hyde-park?utm_source=google&utm_medium=organic&utm_campaign=googlebusiness,https://www.facebook.com/parksportsuk,,https://www.linkedin.com/company/parksports,,https://www.google.com/maps?cid=15274762954425457846,,4.3,509,"Monday: 7am-9pm, Tuesday: 7am-9pm, Wednesday: 7am-9pm, Thursday: 7am-9pm, Friday: 7am-9pm, Saturday: 7am-9pm, Sunday: 7am-9pm",https://lh3.googleusercontent.com/p/AF1QipMmXji1Y2ia1CxaPrKcaav_XHGa8RsmBgL3QzPe,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Toilet, Wi-Fi, LGBTQ+ friendly, Transgender safe space"
Park Sports Lammas Park,"Sports club, Cafe, Dog cafe, Padel court, Football club, Football pitch, Tennis club, Tennis court, Tennis instructor, Tennis Shop","Park Sports Lammas Park, Ealing, Culmington Rd, Greater","Park Sports Lammas Park, Ealing, Culmington Rd, Greater, London W13 9NJ",London,W13 9NJ,United Kingdom,GB,02072241625,lammas@parksports.co.uk,https://parksports.co.uk/venues/lammas-park?utm_source=google&utm_medium=organic&utm_campaign=googlebusiness,https://www.facebook.com/parksportsuk,,https://www.linkedin.com/company/parksports,,https://www.google.com/maps?cid=17457760957204204005,https://parksports.co.uk/venues/lammas-park,4.2,125,"Monday: 8am-9pm, Tuesday: 8am-9pm, Wednesday: 8am-9pm, Thursday: 8am-9pm, Friday: 8am-9pm, Saturday: 8am-9pm, Sunday: 8am-9pm",https://lh3.googleusercontent.com/p/AF1QipO4VWw2jO9D1UOLkccN0Ck3hdbbLPsEk8S9aAx_,,"On-site services, Wheelchair-accessible entrance, Wheelchair-accessible seating, Toilet, Wi-Fi, LGBTQ+ friendly, Transgender safe space"
Park Sports The Regentôs Park,"Padel club, Cafe, Dog cafe, Tennis club, Padel court, Tennis court, Tennis instructor, Tennis Shop","The Regent's Park, Park Sports, York Bridge, Inner Cir","The Regent's Park, Park Sports, York Bridge, Inner Cir, London NW1 4NU",London,NW1 4NU,United Kingdom,GB,02072241625,regents@parksports.co.uk,https://parksports.co.uk/venues/regents-park?utm_source=google&utm_medium=organic&utm_campaign=googlebusiness,https://www.facebook.com/parksportsuk,,https://www.linkedin.com/company/parksports,,https://www.google.com/maps?cid=9943856245330185609,,4.4,408,"Monday: 7am-9pm, Tuesday: 7am-9pm, Wednesday: 7am-9pm, Thursday: 7am-9pm, Friday: 7am-9pm, Saturday: 7am-9pm, Sunday: 7am-9pm",https://lh3.googleusercontent.com/p/AF1QipP_FTYlsbDA9oyx3sCbXhGJLq_N5ThDlzkkjcoG,"Public tennis centre with 12 hard courts (8 floodlit), a sports shop, changing rooms and a cafe.","On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Toilet, Wi-Fi, LGBTQ+ friendly, Transgender safe space"
PDL Padel United - Bushey,Padel club,"Bushey Grove Leisure Centre, Aldenham Rd","Bushey Grove Leisure Centre, Aldenham Rd, Bushey WD23 2TD",Bushey,WD23 2TD,United Kingdom,GB,07307678432,,https://www.padeluniteduk.com/,https://www.facebook.com/padeluniteduk,,,,https://www.google.com/maps?cid=17735284807026947204,,3.8,6,"Monday: 7am-10pm, Tuesday: 7am-10pm, Wednesday: 7am-10pm, Thursday: 7am-10pm, Friday: 7am-10pm, Saturday: 8am-7pm, Sunday: 8am-10pm",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
PDL Padel United - Chelmsford,Padel club,,"Great Baddow, recreation CM2 9RL",recreation,CM2 9RL,United Kingdom,GB,07960716465,,https://padeluniteduk.com/chelmsford-padel-club-2/,https://www.facebook.com/padeluniteduk,,,,https://www.google.com/maps?cid=7838625182412939544,,4.5,6,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 9am-5pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxmhyfURifunr6nEgCRfXemoYpus46KJJuIddIADaSpfmvJRF_V4k3yow9WnF4QX8Xb4ULkdK93qI-ktOjpef_p0ZCD5oKOyjElmCk8yyPnL4Dj4IJI9rA21DHV9dRdzd1LklpCWabyiObE,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
PDL Padel United - Colchester,Sports club,Eudo Rd,"Eudo Rd, Colchester CO2 7XE",Colchester,CO2 7XE,United Kingdom,GB,07960716465,,https://padeluniteduk.com/colchester/,https://www.facebook.com/padeluniteduk,,,,https://www.google.com/maps?cid=14481392803884891206,,4.6,9,"Monday: 9:30am-9pm, Tuesday: 9:30am-9pm, Wednesday: 9:30am-9pm, Thursday: 9:30am-9pm, Friday: 9:30am-9pm, Saturday: 9:30am-7pm, Sunday: 9:30am-7pm",https://lh3.googleusercontent.com/p/AF1QipPsqBFw2PpFK1QKn7pf5I_RoofpvGyPWmXwu2WG,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
PDL Padel United - Maldon,Padel club,Padel United,"Padel United, Maldon CM9 5UR",Maldon,CM9 5UR,United Kingdom,GB,07960716465,,http://www.padeluniteduk.com/,https://www.facebook.com/padeluniteduk,,,,https://www.google.com/maps?cid=8524062006130081474,,4.9,39,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzphBUrSGfBclY4ab_5t8A1KP7Fh7ct1x0CxF8BylnoyPmWhQdq-PSsYRhn32VkCW1gnqct_s6dOp-9R5odDsjJFHGWet0be-RR3NfsRHRsYNTxHq45Jr6gDM4jGDFR2ZG5VdlwSw,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
PDL Padel United - Plymouth,Padel club,"university, marjon","university, marjon, Plymouth PL6 8BH",Plymouth,PL6 8BH,United Kingdom,GB,07307678432,,http://www.padeluniteduk.com/,https://www.facebook.com/padeluniteduk,,,,https://www.google.com/maps?cid=2894223194128154807,,5,3,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,"Wheelchair-accessible car park, Toilet"
PDL Padel United - Stansted,Sports club,"Leisure Centre, Forest Hall Road Romeera","Leisure Centre, Forest Hall Road Romeera, Stansted CM24 8TZ",Stansted,CM24 8TZ,United Kingdom,GB,07960716465,,https://www.padeluniteduk.com/,https://www.facebook.com/padeluniteduk,,,,https://www.google.com/maps?cid=3685513187974655629,,,,,,,Toilet
PDL Padel United - Torquay,Padel club,Chestnut Ave,"Chestnut Ave, Torquay TQ2 5LZ",Torquay,TQ2 5LZ,United Kingdom,GB,,,https://www.padeluniteduk.com/,https://www.facebook.com/padeluniteduk,,,,https://www.google.com/maps?cid=10876807534021233953,,5,6,"Monday: 9am-7pm, Tuesday: 9am-7pm, Wednesday: 9am-7pm, Thursday: 9am-7pm, Friday: 9am-7pm, Saturday: 9am-7pm, Sunday: 9am-7pm",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzTrgnEtaj1h4s0rhZIehwlIplwooF1wxoNIGBYVCruoIe0EvUdEOLNGAMnsgK10s3McXe6TJeodjTZZR6mtf5KH6F9rxEA8DXguGCpmsUEiD_i7biSxh2S8VfdyJq56YCoWMKh33dLimw,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
PDL Padel United - Wirral,Padel club,Port Sunlight Lawn Tennis Club,"Port Sunlight Lawn Tennis Club, Bromborough, Wirral CH62 3QX",Wirral,CH62 3QX,United Kingdom,GB,,,https://www.padeluniteduk.com/,https://www.facebook.com/padeluniteduk,,,,https://www.google.com/maps?cid=2141214067855340710,,4.4,7,"Monday: 8am-10pm, Tuesday: 8am-10pm, Wednesday: 8am-10pm, Thursday: 8am-10pm, Friday: 8am-10pm, Saturday: 8am-10pm, Sunday: 8am-10pm",,,"Wheelchair-accessible car park, Wheelchair-accessible entrance, Toilet"
Peak Pickleball Sheffield,"Sports complex, Cafe, Sports club",220 Newhall Rd,"220 Newhall Rd, Sheffield S9 2QL",Sheffield,S9 2QL,United Kingdom,GB,,peakpickleballsheffield@gmail.com,https://www.peakpickleballsheffield.co.uk/,https://www.facebook.com/peakpickleballsheffield,,,,https://www.google.com/maps?cid=11586464249814590901,,5,24,"Monday: 4-9pm, Tuesday: 10am-9pm, Wednesday: 10am-9pm, Thursday: 11am-9pm, Friday: 10am-9pm, Saturday: 9am-6pm, Sunday: 9am-6pm",https://lh3.googleusercontent.com/p/AF1QipOXMzJH0bYHcr8xpCg_Ddh5esbcHVfkh82z0T5n,,"On-site services, Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet, Assistive hearing loop (no), Gender-neutral toilets, Credit cards, Free of charge street parking, On-site parking"
